Year,Annee,ISO,Jurisdiction,Juridiction,Management,Amenagement,Harvesting-method,Methode-de-recolte,Tenure-En,Tenure-Fr,Area,Superficie
2011,2011,NS,Nova Scotia,Nouvelle-ecosse,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Private land,Terres privees,1207,1207
2011,2011,NS,Nova Scotia,Nouvelle-ecosse,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Private land,Terres privees,1412,1412
2011,2011,NS,Nova Scotia,Nouvelle-ecosse,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Private land,Terres privees,358,358
2011,2011,NS,Nova Scotia,Nouvelle-ecosse,Unspecified,Indeterminee,Unspecified,Indeterminee,Private land,Terres privees,0,0
2011,2011,NS,Nova Scotia,Nouvelle-ecosse,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Provincial land,Terres provinciales,4980,4980
2011,2011,NS,Nova Scotia,Nouvelle-ecosse,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Provincial land,Terres provinciales,130,130
2011,2011,NS,Nova Scotia,Nouvelle-ecosse,Even-aged management,Amenagement equienne,Other,Autre,Provincial land,Terres provinciales,0,0
2011,2011,NS,Nova Scotia,Nouvelle-ecosse,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Provincial land,Terres provinciales,225,225
2011,2011,NS,Nova Scotia,Nouvelle-ecosse,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Provincial land,Terres provinciales,313,313
2011,2011,NS,Nova Scotia,Nouvelle-ecosse,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Provincial land,Terres provinciales,1036,1036
2011,2011,NS,Nova Scotia,Nouvelle-ecosse,Unspecified,Indeterminee,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Federal land,Terres federales,0,0
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Federal land,Terres federales,0,0
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Federal land,Terres federales,0,0
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Federal land,Terres federales,0,0
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Federal land,Terres federales,0,0
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indeterminee,Unspecified,Indeterminee,Federal land,Terres federales,0,0
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Private land,Terres privees,0,0
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Private land,Terres privees,0,0
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,Even-aged management,Amenagement equienne,Other,Autre,Private land,Terres privees,0,0
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Private land,Terres privees,0,0
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Private land,Terres privees,0,0
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Private land,Terres privees,0,0
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indeterminee,Unspecified,Indeterminee,Private land,Terres privees,0,0
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Provincial land,Terres provinciales,60,60
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Provincial land,Terres provinciales,0,0
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,Even-aged management,Amenagement equienne,Other,Autre,Provincial land,Terres provinciales,0,0
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Provincial land,Terres provinciales,0,0
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Provincial land,Terres provinciales,0,0
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Provincial land,Terres provinciales,0,0
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indeterminee,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2011,2011,NU,Nunavut,Nunavut,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Federal land,Terres federales,0,0
2011,2011,NU,Nunavut,Nunavut,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Federal land,Terres federales,0,0
2011,2011,NU,Nunavut,Nunavut,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Federal land,Terres federales,0,0
2011,2011,NU,Nunavut,Nunavut,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Federal land,Terres federales,0,0
2011,2011,NU,Nunavut,Nunavut,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Federal land,Terres federales,0,0
2011,2011,NU,Nunavut,Nunavut,Unspecified,Indeterminee,Unspecified,Indeterminee,Federal land,Terres federales,0,0
2011,2011,ON,Ontario,Ontario,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Federal land,Terres federales,0,0
2011,2011,ON,Ontario,Ontario,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Federal land,Terres federales,108,108
2011,2011,ON,Ontario,Ontario,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Federal land,Terres federales,0,0
2011,2011,ON,Ontario,Ontario,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Federal land,Terres federales,0,0
2011,2011,ON,Ontario,Ontario,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Federal land,Terres federales,0,0
2011,2011,ON,Ontario,Ontario,Unspecified,Indeterminee,Unspecified,Indeterminee,Federal land,Terres federales,0,0
2011,2011,ON,Ontario,Ontario,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Private land,Terres privees,0,0
2011,2011,ON,Ontario,Ontario,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Private land,Terres privees,0,0
2011,2011,ON,Ontario,Ontario,Even-aged management,Amenagement equienne,Other,Autre,Private land,Terres privees,0,0
2011,2011,ON,Ontario,Ontario,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Private land,Terres privees,0,0
2011,2011,ON,Ontario,Ontario,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Private land,Terres privees,0,0
2011,2011,ON,Ontario,Ontario,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Private land,Terres privees,0,0
2011,2011,ON,Ontario,Ontario,Unspecified,Indeterminee,Unspecified,Indeterminee,Private land,Terres privees,0,0
2011,2011,ON,Ontario,Ontario,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Provincial land,Terres provinciales,99380,99380
2011,2011,ON,Ontario,Ontario,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Provincial land,Terres provinciales,1189,1189
2011,2011,ON,Ontario,Ontario,Even-aged management,Amenagement equienne,Other,Autre,Provincial land,Terres provinciales,0,0
2011,2011,ON,Ontario,Ontario,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Provincial land,Terres provinciales,1769,1769
2011,2011,ON,Ontario,Ontario,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Provincial land,Terres provinciales,8318,8318
2011,2011,ON,Ontario,Ontario,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Provincial land,Terres provinciales,10120,10120
2011,2011,ON,Ontario,Ontario,Unspecified,Indeterminee,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2011,2011,PE,Prince Edward Island,Ile-du-Prince-edouard,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Federal land,Terres federales,0,0
2011,2011,PE,Prince Edward Island,Ile-du-Prince-edouard,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Federal land,Terres federales,0,0
2011,2011,PE,Prince Edward Island,Ile-du-Prince-edouard,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Federal land,Terres federales,0,0
2011,2011,PE,Prince Edward Island,Ile-du-Prince-edouard,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Federal land,Terres federales,0,0
2011,2011,PE,Prince Edward Island,Ile-du-Prince-edouard,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Federal land,Terres federales,0,0
2011,2011,PE,Prince Edward Island,Ile-du-Prince-edouard,Unspecified,Indeterminee,Unspecified,Indeterminee,Federal land,Terres federales,0,0
2011,2011,PE,Prince Edward Island,Ile-du-Prince-edouard,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Private land,Terres privees,2814,2814
2011,2011,PE,Prince Edward Island,Ile-du-Prince-edouard,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Private land,Terres privees,44,44
2011,2011,PE,Prince Edward Island,Ile-du-Prince-edouard,Even-aged management,Amenagement equienne,Other,Autre,Private land,Terres privees,0,0
2011,2011,PE,Prince Edward Island,Ile-du-Prince-edouard,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Private land,Terres privees,0,0
2011,2011,PE,Prince Edward Island,Ile-du-Prince-edouard,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Private land,Terres privees,0,0
2011,2011,PE,Prince Edward Island,Ile-du-Prince-edouard,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Private land,Terres privees,0,0
2011,2011,PE,Prince Edward Island,Ile-du-Prince-edouard,Unspecified,Indeterminee,Unspecified,Indeterminee,Private land,Terres privees,0,0
2011,2011,PE,Prince Edward Island,Ile-du-Prince-edouard,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Provincial land,Terres provinciales,8,8
2011,2011,PE,Prince Edward Island,Ile-du-Prince-edouard,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Provincial land,Terres provinciales,5,5
2011,2011,PE,Prince Edward Island,Ile-du-Prince-edouard,Even-aged management,Amenagement equienne,Other,Autre,Provincial land,Terres provinciales,0,0
2011,2011,PE,Prince Edward Island,Ile-du-Prince-edouard,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Provincial land,Terres provinciales,0,0
2011,2011,PE,Prince Edward Island,Ile-du-Prince-edouard,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Provincial land,Terres provinciales,0,0
2011,2011,PE,Prince Edward Island,Ile-du-Prince-edouard,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Provincial land,Terres provinciales,0,0
2011,2011,PE,Prince Edward Island,Ile-du-Prince-edouard,Unspecified,Indeterminee,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2011,2011,QC,Quebec,Quebec,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Federal land,Terres federales,96,96
2011,2011,QC,Quebec,Quebec,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Federal land,Terres federales,0,0
2011,2011,QC,Quebec,Quebec,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Federal land,Terres federales,0,0
2011,2011,QC,Quebec,Quebec,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Federal land,Terres federales,13,13
2011,2011,QC,Quebec,Quebec,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Federal land,Terres federales,0,0
2011,2011,QC,Quebec,Quebec,Unspecified,Indeterminee,Unspecified,Indeterminee,Federal land,Terres federales,0,0
2011,2011,QC,Quebec,Quebec,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Private land,Terres privees,2581,2581
2011,2011,QC,Quebec,Quebec,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Private land,Terres privees,6919,6919
2011,2011,QC,Quebec,Quebec,Even-aged management,Amenagement equienne,Other,Autre,Private land,Terres privees,0,0
2011,2011,QC,Quebec,Quebec,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Private land,Terres privees,74,74
2011,2011,QC,Quebec,Quebec,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Private land,Terres privees,2149,2149
2011,2011,QC,Quebec,Quebec,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Private land,Terres privees,319,319
2011,2011,QC,Quebec,Quebec,Unspecified,Indeterminee,Unspecified,Indeterminee,Private land,Terres privees,165,165
2011,2011,QC,Quebec,Quebec,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Provincial land,Terres provinciales,125718,125718
2011,2011,QC,Quebec,Quebec,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Provincial land,Terres provinciales,6387,6387
2011,2011,QC,Quebec,Quebec,Even-aged management,Amenagement equienne,Other,Autre,Provincial land,Terres provinciales,0,0
2011,2011,QC,Quebec,Quebec,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Provincial land,Terres provinciales,926,926
2011,2011,QC,Quebec,Quebec,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Provincial land,Terres provinciales,13636,13636
2011,2011,QC,Quebec,Quebec,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Provincial land,Terres provinciales,8914,8914
2011,2011,QC,Quebec,Quebec,Unspecified,Indeterminee,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2011,2011,SK,Saskatchewan,Saskatchewan,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Federal land,Terres federales,372,372
2011,2011,SK,Saskatchewan,Saskatchewan,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Federal land,Terres federales,0,0
2011,2011,SK,Saskatchewan,Saskatchewan,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Federal land,Terres federales,0,0
2011,2011,SK,Saskatchewan,Saskatchewan,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Federal land,Terres federales,0,0
2011,2011,SK,Saskatchewan,Saskatchewan,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Federal land,Terres federales,0,0
2011,2011,SK,Saskatchewan,Saskatchewan,Unspecified,Indeterminee,Unspecified,Indeterminee,Federal land,Terres federales,0,0
2011,2011,SK,Saskatchewan,Saskatchewan,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Private land,Terres privees,0,0
2011,2011,SK,Saskatchewan,Saskatchewan,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Private land,Terres privees,0,0
2011,2011,SK,Saskatchewan,Saskatchewan,Even-aged management,Amenagement equienne,Other,Autre,Private land,Terres privees,0,0
2011,2011,SK,Saskatchewan,Saskatchewan,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Private land,Terres privees,0,0
2011,2011,SK,Saskatchewan,Saskatchewan,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Private land,Terres privees,0,0
2011,2011,SK,Saskatchewan,Saskatchewan,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Private land,Terres privees,0,0
2011,2011,SK,Saskatchewan,Saskatchewan,Unspecified,Indeterminee,Unspecified,Indeterminee,Private land,Terres privees,0,0
2011,2011,SK,Saskatchewan,Saskatchewan,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Provincial land,Terres provinciales,14402,14402
2011,2011,SK,Saskatchewan,Saskatchewan,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Provincial land,Terres provinciales,0,0
2011,2011,SK,Saskatchewan,Saskatchewan,Even-aged management,Amenagement equienne,Other,Autre,Provincial land,Terres provinciales,0,0
2011,2011,SK,Saskatchewan,Saskatchewan,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Provincial land,Terres provinciales,0,0
2011,2011,SK,Saskatchewan,Saskatchewan,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Provincial land,Terres provinciales,0,0
2011,2011,SK,Saskatchewan,Saskatchewan,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Provincial land,Terres provinciales,0,0
2011,2011,SK,Saskatchewan,Saskatchewan,Unspecified,Indeterminee,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2011,2011,YT,Yukon,Yukon,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Federal land,Terres federales,0,0
2011,2011,YT,Yukon,Yukon,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Federal land,Terres federales,0,0
2011,2011,YT,Yukon,Yukon,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Federal land,Terres federales,0,0
2011,2011,YT,Yukon,Yukon,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Federal land,Terres federales,0,0
2011,2011,YT,Yukon,Yukon,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Federal land,Terres federales,0,0
2011,2011,YT,Yukon,Yukon,Unspecified,Indeterminee,Unspecified,Indeterminee,Federal land,Terres federales,0,0
2011,2011,YT,Yukon,Yukon,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Private land,Terres privees,0,0
2011,2011,YT,Yukon,Yukon,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Private land,Terres privees,0,0
2011,2011,YT,Yukon,Yukon,Even-aged management,Amenagement equienne,Other,Autre,Private land,Terres privees,0,0
2011,2011,YT,Yukon,Yukon,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Private land,Terres privees,0,0
2011,2011,YT,Yukon,Yukon,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Private land,Terres privees,0,0
2011,2011,YT,Yukon,Yukon,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Private land,Terres privees,0,0
2011,2011,YT,Yukon,Yukon,Unspecified,Indeterminee,Unspecified,Indeterminee,Private land,Terres privees,0,0
2011,2011,YT,Yukon,Yukon,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Provincial land,Terres provinciales,300,300
2011,2011,YT,Yukon,Yukon,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Provincial land,Terres provinciales,0,0
2011,2011,YT,Yukon,Yukon,Even-aged management,Amenagement equienne,Other,Autre,Provincial land,Terres provinciales,0,0
2011,2011,YT,Yukon,Yukon,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Provincial land,Terres provinciales,0,0
2011,2011,YT,Yukon,Yukon,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Provincial land,Terres provinciales,0,0
2011,2011,YT,Yukon,Yukon,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Provincial land,Terres provinciales,0,0
2011,2011,YT,Yukon,Yukon,Unspecified,Indeterminee,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2012,2012,AB,Alberta,Alberta,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Federal land,Terres federales,0,0
2012,2012,AB,Alberta,Alberta,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Federal land,Terres federales,0,0
2012,2012,AB,Alberta,Alberta,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Federal land,Terres federales,0,0
2012,2012,AB,Alberta,Alberta,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Federal land,Terres federales,0,0
2012,2012,AB,Alberta,Alberta,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Federal land,Terres federales,0,0
2012,2012,AB,Alberta,Alberta,Unspecified,Indeterminee,Unspecified,Indeterminee,Federal land,Terres federales,0,0
2012,2012,AB,Alberta,Alberta,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Private land,Terres privees,0,0
2012,2012,AB,Alberta,Alberta,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Private land,Terres privees,0,0
2012,2012,AB,Alberta,Alberta,Even-aged management,Amenagement equienne,Other,Autre,Private land,Terres privees,0,0
2012,2012,AB,Alberta,Alberta,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Private land,Terres privees,0,0
2012,2012,AB,Alberta,Alberta,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Private land,Terres privees,0,0
2012,2012,AB,Alberta,Alberta,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Private land,Terres privees,0,0
2012,2012,AB,Alberta,Alberta,Unspecified,Indeterminee,Unspecified,Indeterminee,Private land,Terres privees,0,0
2012,2012,AB,Alberta,Alberta,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Provincial land,Terres provinciales,78835,78835
2012,2012,AB,Alberta,Alberta,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Provincial land,Terres provinciales,416,416
2012,2012,AB,Alberta,Alberta,Even-aged management,Amenagement equienne,Other,Autre,Provincial land,Terres provinciales,0,0
2012,2012,AB,Alberta,Alberta,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Provincial land,Terres provinciales,0,0
2012,2012,AB,Alberta,Alberta,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Provincial land,Terres provinciales,0,0
2012,2012,AB,Alberta,Alberta,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Provincial land,Terres provinciales,469,469
2012,2012,AB,Alberta,Alberta,Unspecified,Indeterminee,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2012,2012,BC,British Columbia,Colombie-Britannique,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Federal land,Terres federales,0,0
2012,2012,BC,British Columbia,Colombie-Britannique,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Federal land,Terres federales,0,0
2012,2012,BC,British Columbia,Colombie-Britannique,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Federal land,Terres federales,0,0
2012,2012,BC,British Columbia,Colombie-Britannique,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Federal land,Terres federales,0,0
2012,2012,BC,British Columbia,Colombie-Britannique,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Federal land,Terres federales,0,0
2012,2012,BC,British Columbia,Colombie-Britannique,Unspecified,Indeterminee,Unspecified,Indeterminee,Federal land,Terres federales,0,0
2012,2012,BC,British Columbia,Colombie-Britannique,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Private land,Terres privees,48,48
2012,2012,BC,British Columbia,Colombie-Britannique,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Private land,Terres privees,0,0
2012,2012,BC,British Columbia,Colombie-Britannique,Even-aged management,Amenagement equienne,Other,Autre,Private land,Terres privees,0,0
2012,2012,BC,British Columbia,Colombie-Britannique,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Private land,Terres privees,0,0
2012,2012,BC,British Columbia,Colombie-Britannique,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Private land,Terres privees,0,0
2012,2012,BC,British Columbia,Colombie-Britannique,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Private land,Terres privees,35,35
2012,2012,BC,British Columbia,Colombie-Britannique,Unspecified,Indeterminee,Unspecified,Indeterminee,Private land,Terres privees,0,0
2012,2012,BC,British Columbia,Colombie-Britannique,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Provincial land,Terres provinciales,205345,205345
2012,2012,BC,British Columbia,Colombie-Britannique,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Provincial land,Terres provinciales,173,173
2012,2012,BC,British Columbia,Colombie-Britannique,Even-aged management,Amenagement equienne,Other,Autre,Provincial land,Terres provinciales,8836,8836
2012,2012,BC,British Columbia,Colombie-Britannique,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Provincial land,Terres provinciales,222,222
2012,2012,BC,British Columbia,Colombie-Britannique,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Provincial land,Terres provinciales,1907,1907
2012,2012,BC,British Columbia,Colombie-Britannique,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Provincial land,Terres provinciales,246,246
2012,2012,BC,British Columbia,Colombie-Britannique,Unspecified,Indeterminee,Unspecified,Indeterminee,Provincial land,Terres provinciales,0,0
2012,2012,MB,Manitoba,Manitoba,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Federal land,Terres federales,0,0
2012,2012,MB,Manitoba,Manitoba,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Federal land,Terres federales,0,0
2012,2012,MB,Manitoba,Manitoba,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Federal land,Terres federales,0,0
2012,2012,MB,Manitoba,Manitoba,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Federal land,Terres federales,0,0
2012,2012,MB,Manitoba,Manitoba,Even-aged management,Amenagement equienne,Shelterwood,Progressive,Federal land,Terres federales,0,0
2012,2012,MB,Manitoba,Manitoba,Unspecified,Indeterminee,Unspecified,Indeterminee,Federal land,Terres federales,0,0
2012,2012,MB,Manitoba,Manitoba,Even-aged management,Amenagement equienne,Clearcut - 1-stage and 2-stage,Coupe a blanc - 1-etape et 2-etape,Private land,Terres privees,0,0
2012,2012,MB,Manitoba,Manitoba,Uneven-aged management,Amenagement inequienne,Commercial thinning,eclaircie commerciale,Private land,Terres privees,0,0
2012,2012,MB,Manitoba,Manitoba,Even-aged management,Amenagement equienne,Other,Autre,Private land,Terres privees,0,0
2012,2012,MB,Manitoba,Manitoba,Even-aged management,Amenagement equienne,Seed tree,Avec reserve de semenciers,Private land,Terres privees,0,0
2012,2012,MB,Manitoba,Manitoba,Uneven-aged management,Amenagement inequienne,Selection,Coupe de jardinage,Private land,Terres privees,0,0
